year,congress,party,district,statenam,name,ngirls,nboys,totchi,anygirls,propgirls,rgroup,statabb,statalph,region,repub,srvlng,female,white,bday,age,demvote,medinc,perf,perw,perhs,percol,perur,alabort,moreserv,moredef,morecrimesp,protgay,dr1per,dr2per,dr3per,dr4per,dr5per,aauw,rtl,nowtot,now1,now2,now3,now4,now5,now6,now7,now8,now9,now10,now11,now12,now13,now14,now15,now16,now17,now18,now19,now20
1997-1998,105,2,4,OHIO,"OXLEY, MICHAEL G.",0,1,1,0,0,1,OH,36,3,1,17,0,1,2/11/44,52,0.370000005,32105,0.518388271,0.944316089,0.753000021,0.113000005,0.543878913,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,0,100,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1997-1998,105,2,48,CALIFOR,"PACKARD, RONALD C.",4,3,7,1,0.571428597,3,CA,5,9,1,15,0,1,1/19/31,65,0.340000004,46683,0.483465046,0.832554877,0.863000035,0.27700001,0.891776979,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,6,NEW JER,"PALLONE, FRANK, JR.",1,1,2,1,0.5,2,NJ,31,2,0,9,0,1,10/30/51,45,0.540000021,49729,0.52176404,0.818176031,0.795000017,0.248999998,0.996806443,0.555555582,0.377192974,0.164750963,0.572992682,0.70714283,0.310000002,0.370000005,0.02,0.090000004,0.200000003,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,2,12,NEW JER,"PAPPAS, MICHAEL",NA,NA,NA,NA,NA,1,NJ,31,2,1,1,0,1,12/29/60,36,0.479999989,62034,0.51516372,0.896074891,0.875,0.397000015,0.659013152,0.555555582,0.377192974,0.164750963,0.572992682,0.70714283,0.310000002,0.370000005,0.02,0.090000004,0.200000003,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,4,MISSISS,"PARKER, MIKE",1,2,3,1,0.333333343,1,MS,25,6,1,9,0,1,10/31/49,47,0.460000008,24491,0.542062223,0.587670028,0.676999986,0.181000009,0.526759624,NA,NA,NA,NA,NA,0.800000012,0.050000001,0.01,0.02,0.119999997,0,89,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997-1998,105,1,8,NEW JER,"PASCRELL, WILLIAM J.",0,3,3,0,0,2,NJ,31,2,0,1,0,1,1/27/37,59,0.579999983,46731,0.533258796,0.747309685,0.724000037,0.245000005,1,0.555555582,0.377192974,0.164750963,0.572992682,0.70714283,0.310000002,0.370000005,0.02,0.090000004,0.200000003,88,40,70,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
1997-1998,105,1,2,ARIZONA,"PASTOR, ED",2,0,2,1,1,2,AZ,3,8,0,5,0,1,6/28/43,53,0.629999995,22650,0.500235319,0.600986123,0.590999961,0.092,0.902105331,0.511415541,0.231884062,0.276785702,0.686956525,0.663999975,0.360000014,0.289999992,0.059999999,0.059999999,0.219999999,100,5,85,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
1997-1998,105,2,14,TEXAS,"PAUL, RON E.",3,2,5,1,0.600000024,1,TX,44,7,1,1,0,1,8/20/35,61,0.419999987,29173,0.524186552,0.777401626,0.661000013,0.137999997,0.487078279,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,13,95,25,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1997-1998,105,2,27,NEW YOR,"PAXON, L. WILLIAM",1,0,1,1,1,2,NY,33,2,1,9,0,1,4/29/54,42,0.430000007,40025,0.517439902,0.95535183,0.803000033,0.219999999,0.445279211,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,10,NEW JER,"PAYNE, DONALD M.",2,1,3,1,0.666666687,1,NJ,31,2,0,9,0,0,7/16/34,62,0.819999993,34679,0.543675005,0.326416433,0.656999946,0.145999998,0.998731971,0.555555582,0.377192974,0.164750963,0.572992682,0.70714283,0.310000002,0.370000005,0.02,0.090000004,0.200000003,100,6,90,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1997-1998,105,2,7,INDIANA,"PEASE, EDWARD A.",0,0,0,0,0,1,IN,15,3,1,1,0,1,5/22/51,45,0.349999994,33877,0.510925353,0.962863624,0.788000047,0.173999995,0.519784808,0.243401766,0.264084518,0.252365917,0.538461566,0.525714278,0.550000012,0.200000003,0.01,0.050000001,0.189999998,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,8,CALIFOR,"PELOSI, NANCY",4,1,5,1,0.800000012,2,CA,5,9,0,11,1,1,3/26/40,56,0.660000026,36960,0.493193537,0.519912004,0.763000011,0.338,0.999904037,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,7,MINNESO,"PETERSON, COLLIN C.",0,3,3,0,0,1,MN,24,4,0,7,0,1,6/29/44,52,0.449999988,28104,0.512992322,0.967986107,0.743000031,0.143999994,0.377230793,0.360544205,0.300813019,0.184668988,0.524590135,0.608974338,0.50999999,0.25,0.01,0.029999999,0.200000003,63,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
1997-1998,105,2,5,PENNSYL,"PETERSON, JOHN E.",0,1,1,0,0,1,PA,39,2,1,1,0,1,12/25/38,58,0.400000006,28872,0.511190951,0.977632165,0.756999969,0.152999997,0.339916199,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,6,WISCONS,"PETRI, THOMAS EVERT",1,0,1,1,1,1,WI,50,3,1,19,0,1,5/28/40,56,0.449999988,33268,0.513445318,0.981438518,0.763999999,0.130999997,0.528547645,0.379061371,0.275423735,0.159695819,0.475177318,0.709219873,0.5,0.280000001,0,0.02,0.200000003,13,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,3,MISSISS,"PICKERING, CHARLES W., JR.",0,4,4,0,0,1,MS,25,6,1,1,0,1,8/10/63,33,0.360000014,26396,0.532236874,0.669717908,0.666000009,0.160999998,0.393267006,NA,NA,NA,NA,NA,0.800000012,0.050000001,0.01,0.02,0.119999997,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,2,VIRGINI,"PICKETT, OWEN B.",3,0,3,1,1,1,VA,47,5,0,11,0,1,8/31/30,66,0.439999998,36172,0.468605608,0.781256914,0.853000045,0.236000001,0.994623661,0.467411548,0.33634311,0.28744939,0.542649746,0.604240298,0.610000014,0.140000001,0.01,0.059999999,0.170000002,100,10,60,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1
1997-1998,105,2,16,PENNSYL,"PITTS, JOSEPH R.",2,1,3,1,0.666666687,1,PA,39,2,1,1,0,1,10/10/39,57,0.370000005,42932,0.520161808,0.914439738,0.763999999,0.242999986,0.561752081,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,11,CALIFOR,"POMBO, RICHARD W.",2,1,3,1,0.666666687,2,CA,5,9,1,5,0,1,1/8/61,36,0.460000008,35700,0.503396571,0.748683035,0.714999974,0.147,0.849704087,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,1,NORTH D,"POMEROY, EARL R.",1,1,2,1,0.5,1,ND,35,4,0,5,0,1,9/2/52,44,0.400000006,28707,0.507670224,0.94574517,0.76699996,0.181000009,0.533015013,NA,NA,NA,NA,NA,0.550000012,0.300000012,0.02,0.029999999,0.090000004,88,35,70,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
1997-1998,105,2,10,ILLINOI,"PORTER, JOHN EDWARD",3,2,5,1,0.600000024,1,IL,14,3,1,18,0,1,6/1/35,61,0.5,58407,0.505795538,0.864967704,0.875999987,0.404000014,0.993986309,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,25,28,30,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1997-1998,105,2,2,OHIO,"PORTMAN, ROBERT J.",1,2,3,1,0.333333343,1,OH,36,3,1,5,0,1,12/19/55,41,0.340000004,40261,0.523244083,0.966745615,0.768999994,0.237000003,0.707669616,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997-1998,105,1,19,ILLINOI,"POSHARD, GLENN",1,1,2,1,0.5,1,IL,14,3,0,9,0,1,10/30/45,51,0.469999999,28741,0.531224012,0.95541966,0.706999958,0.111000001,0.492157906,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,63,95,65,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,4,NORTH C,"PRICE, DAVID E.",1,1,2,1,0.5,1,NC,34,5,0,11,0,1,8/17/40,56,0.49000001,42478,0.520052016,0.771851957,0.839999974,0.359000027,0.692219377,0.270491809,0.445945948,0.20408164,0.75,0.662500024,0.689999998,0.100000001,0.01,0.050000001,0.150000006,100,5,75,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
1997-1998,105,2,15,OHIO,"PRYCE, DEBORAH",1,1,2,1,0.5,1,OH,36,3,1,5,1,1,7/29/51,45,0.439999998,38070,0.508215904,0.923732996,0.810000002,0.270000011,0.903065681,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,25,56,35,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0
1997-1998,105,2,30,NEW YOR,"QUINN, JACK",1,1,2,1,0.5,2,NY,33,2,1,5,0,1,4/13/51,45,0.569999993,32576,0.534164369,0.81463182,0.726999998,0.145999998,0.87002033,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,38,90,20,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
1997-1998,105,2,19,CALIFOR,"RADANOVICH, GEORGE",0,0,0,0,0,2,CA,5,9,1,3,0,1,6/20/55,41,0.400000006,33041,0.521858811,0.734915197,0.744000018,0.202000007,0.796603382,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997-1998,105,1,3,WEST VI,"RAHALL, NICK JOE",2,1,3,1,0.666666687,1,WV,49,5,0,21,0,1,5/20/49,47,0.579999983,22250,0.535981238,0.9501791,0.597000003,0.101999998,0.256184101,0.394366205,0.196078435,0.265625,0.75,0.645833313,0.670000017,0.079999998,0,0.039999999,0.189999998,63,100,50,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,2,3,MINNESO,"RAMSTAD, JIM",0,0,0,0,0,1,MN,24,4,1,7,0,1,5/6/46,50,0.469999999,49714,0.519220769,0.959618807,0.923000038,0.332000017,0.976408303,0.360544205,0.300813019,0.184668988,0.524590135,0.608974338,0.50999999,0.25,0.01,0.029999999,0.200000003,38,40,35,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
1997-1998,105,1,15,NEW YOR,"RANGEL, CHARLES",1,1,2,1,0.5,2,NY,33,2,0,27,0,0,6/11/30,66,0.910000026,21065,0.541009486,0.275920719,0.569000006,0.175999999,1,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,88,10,90,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
1997-1998,105,2,3,NEW MEX,"REDMOND, WILLIAM T.",1,1,2,1,0.5,1,NM,32,8,1,1,0,1,1/28/55,41,0.519999981,26681,0.5169155,0.654051423,0.736999989,0.197000012,0.59533906,0.438356161,0.439393938,0.09589041,0.200000003,0.5625,0.319999993,0.400000006,0.029999999,0.029999999,0.209999993,14,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1997-1998,105,2,16,OHIO,"REGULA, RALPH S.",1,2,3,1,0.333333343,1,OH,36,3,1,25,0,1,12/3/24,72,0.430000007,32131,0.529794514,0.94401139,0.74000001,0.136999995,0.633233011,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,25,75,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
1997-1998,105,1,16,TEXAS,"REYES, SILVESTRE",2,1,3,1,0.666666687,2,TX,44,7,0,1,0,0,11/10/44,52,0.629999995,24108,0.526119828,0.764705062,0.633000016,0.153999999,0.982667446,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,88,30,70,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
1997-1998,105,2,1,CALIFOR,"RIGGS, FRANK DU",1,2,3,1,0.333333343,1,CA,5,9,1,7,0,1,9/5/50,46,0.479999989,35909,0.497158825,0.850192487,0.796000004,0.182000011,0.666014612,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,0,95,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,3,ALABAMA,"RILEY, ROBERT R.",3,1,4,1,0.75,1,AL,1,6,1,1,0,1,10/3/44,52,0.439999998,26800,0.52542311,0.731405497,0.61500001,0.123000003,0.530300915,0.297071129,0.5,0.314009666,0.54838711,0.53435117,0.689999998,0.129999995,0.02,0.039999999,0.119999997,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,13,MICHIGA,"RIVERS, LYNN N.",2,0,2,1,1,1,MI,23,3,0,3,1,1,12/19/56,40,0.579999983,44509,0.518864512,0.851937175,0.815999985,0.273000002,0.934244573,0.388261855,0.336182326,0.233830839,0.648351669,0.615686297,0.529999971,0.230000004,0.01,0.059999999,0.189999998,100,5,90,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1997-1998,105,1,28,TEXAS,"RODRIGUEZ, CIRO D.",1,0,1,1,1,2,TX,44,7,0,1,0,0,12/9/46,50,0.629999995,22425,0.524997652,0.685466886,0.583999991,0.083000004,0.786855578,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,100,0,75,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0
1997-1998,105,1,3,INDIANA,"ROEMER, TIM",1,2,3,1,0.333333343,2,IN,15,3,0,7,0,1,10/30/56,40,0.430000007,34458,0.51910156,0.907078803,0.748000026,0.160999998,0.713778079,0.243401766,0.264084518,0.252365917,0.538461566,0.525714278,0.550000012,0.200000003,0.01,0.050000001,0.189999998,63,90,35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
1997-1998,105,2,27,CALIFOR,"ROGAN, JAMES E.",2,0,2,1,1,1,CA,5,9,1,1,0,1,8/21/57,39,0.49000001,45016,0.522231936,0.709464312,0.801999986,0.31400001,0.998870075,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,5,KENTUCK,"ROGERS, HAROLD D.",1,2,3,1,0.333333343,1,KY,18,6,1,17,0,1,12/31/37,59,0.469999999,17798,0.522850335,0.987140954,0.480999976,0.075999998,0.130974621,0.200000003,NA,0,0.8125,0.600000024,0.610000014,0.140000001,0.01,0.050000001,0.189999998,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,45,CALIFOR,"ROHRABACHER, DANA",0,0,0,0,0,1,CA,5,9,1,9,0,1,6/21/47,49,0.379999995,51028,0.500757694,0.821293294,0.845000029,0.27700001,1,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,0,100,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1997-1998,105,2,18,FLORIDA,"ROS-LEHTINEN, ILEANA",2,0,2,1,1,2,FL,10,5,1,8,1,0,7/15/52,44,0.430000007,30814,0.528719187,0.88745445,0.622999966,0.212000012,0.997987628,0.392344505,0.393292695,0.274358988,0.61662817,0.595744669,0.479999989,0.25999999,0.01,0.07,0.180000007,13,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1997-1998,105,1,9,NEW JER,"ROTHMAN, STEVEN R.",1,1,2,1,0.5,4,NJ,31,2,0,1,0,1,10/14/52,44,0.600000024,48584,0.529422045,0.836896896,0.749000013,0.247000009,1,0.555555582,0.377192974,0.164750963,0.572992682,0.70714283,0.310000002,0.370000005,0.02,0.090000004,0.200000003,100,5,80,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1997-1998,105,2,5,NEW JER,"ROUKEMA, MARGARET S.",1,1,2,1,0.5,1,NJ,31,2,1,17,1,1,9/19/29,67,0.419999987,59583,0.522226691,0.935294211,0.854000032,0.325999975,0.81395489,0.555555582,0.377192974,0.164750963,0.572992682,0.70714283,0.310000002,0.370000005,0.02,0.090000004,0.200000003,38,30,35,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
1997-1998,105,1,33,CALIFOR,"ROYBAL-ALLARD, LUCILLE",2,2,4,1,0.5,2,CA,5,9,0,5,1,0,6/12/41,55,0.800000012,22018,0.467151523,0.357112706,0.335999995,0.053000003,0.999912441,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,6,80,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,2,39,CALIFOR,"ROYCE, EDWARD R.",0,0,0,0,0,2,CA,5,9,1,5,0,1,10/12/51,45,0.409999996,50777,0.507820487,0.728221655,0.815999985,0.254000008,1,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,1,ILLINOI,"RUSH, BOBBY L.",1,4,5,1,0.200000003,1,IL,14,3,0,5,0,0,11/23/46,50,0.850000024,30644,0.559250236,0.272750348,0.706999958,0.184,1,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,2,2,KANSAS,"RYUN, JAMES R.",2,2,4,1,0.5,1,KS,17,4,1,1,0,1,4/29/47,49,0.389999986,30340,0.50663203,0.901398301,0.806999981,0.184,0.592081606,0.453608245,0.189873412,0.188888893,0.683168292,0.392405063,0.5,0.200000003,0.02,0.079999998,0.200000003,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,5,MINNESO,"SABO, MARTIN OLAV",2,0,2,1,1,1,MN,24,4,0,19,0,1,2/28/38,58,0.620000005,36817,0.526888072,0.837268054,0.845000029,0.292999983,0.999979913,0.360544205,0.300813019,0.184668988,0.524590135,0.608974338,0.50999999,0.25,0.01,0.029999999,0.200000003,100,5,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1997-1998,105,2,1,ARIZONA,"SALMON, MATTHEW",2,2,4,1,0.5,3,AZ,3,8,1,3,0,1,1/21/58,38,0.449999988,38232,0.508110702,0.869152606,0.861000001,0.275999993,0.996236503,0.511415541,0.231884062,0.276785702,0.686956525,0.663999975,0.360000014,0.289999992,0.059999999,0.059999999,0.219999999,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997-1998,105,1,46,CALIFOR,"SANCHEZ, LORETTA",0,0,0,0,0,2,CA,5,9,0,1,1,0,1/7/60,37,0.49000001,36344,0.47245577,0.665149271,0.59799999,0.125,0.999270201,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,3,1,VERMONT,"SANDERS, BERNARD",2,2,4,1,0.5,4,VT,46,1,0,7,0,1,9/8/41,55,0.529999971,34780,0.518713295,0.986370683,0.808000028,0.242999986,0.321459681,NA,NA,NA,NA,NA,0.289999992,0.379999995,0,0.02,0.300000012,100,5,90,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
1997-1998,105,1,1,TEXAS,"SANDLIN, MAX A., JR.",2,2,4,1,0.5,1,TX,44,7,0,1,0,1,9/29/52,44,0.449999988,26629,0.529816091,0.794705927,0.680999994,0.130999997,0.438865304,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,88,25,55,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1
1997-1998,105,2,1,SOUTH C,"SANFORD, MARSHALL",0,3,3,0,0,1,SC,41,5,1,3,0,1,5/28/60,36,0.379999995,32082,0.505700409,0.779651523,0.779000044,0.197999999,0.751695395,0.428571433,0,0,0.642857134,0.727272749,0.779999971,0.07,0.01,0.029999999,0.100000001,13,90,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
1997-1998,105,1,14,OHIO,"SAWYER, THOMAS C. (TOM)",1,0,1,1,1,1,OH,36,3,0,11,0,1,8/15/45,51,0.529999971,34362,0.53238982,0.876819074,0.781999946,0.197000012,0.918484867,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,100,5,85,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,2,3,NEW JER,"SAXTON, H. JAMES",1,1,2,1,0.5,1,NJ,31,2,1,13,0,1,1/22/43,53,0.5,46870,0.522421479,0.888843477,0.805000007,0.240999997,0.816107512,0.555555582,0.377192974,0.164750963,0.572992682,0.70714283,0.310000002,0.370000005,0.02,0.090000004,0.200000003,25,90,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
1997-1998,105,2,1,FLORIDA,"SCARBOROUGH, JOE",0,2,2,0,0,1,FL,10,5,1,3,0,1,4/9/63,33,0.310000002,29821,0.512410283,0.839926898,0.774999976,0.184,0.740792274,0.392344505,0.393292695,0.274358988,0.61662817,0.595744669,0.479999989,0.25999999,0.01,0.07,0.180000007,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997-1998,105,2,6,COLORAD,"SCHAEFER, DANIEL",1,3,4,1,0.25,2,CO,6,8,1,15,0,1,1/25/36,60,0.430000007,43922,0.517143428,0.917028487,0.911000013,0.334000021,0.951935709,0.584795296,0.3125,0.201183438,0.519999981,0.670000017,0.419999987,0.230000004,0.029999999,0.050000001,0.270000011,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,4,COLORAD,"SCHAFER, ROBERT W. (BOB)",3,1,4,1,0.75,2,CO,6,8,1,1,0,1,7/24/62,34,0.409999996,31903,0.511692941,0.913462758,0.796999991,0.215000004,0.646252751,0.584795296,0.3125,0.201183438,0.519999981,0.670000017,0.419999987,0.230000004,0.029999999,0.050000001,0.270000011,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997-1998,105,2,1,NEW MEX,"SCHIFF, STEVEN H.",1,1,2,1,0.5,4,NM,32,8,1,9,0,1,3/18/47,49,0.479999989,32051,0.518988907,0.775728941,0.815999985,0.25999999,0.924097538,0.438356161,0.439393938,0.09589041,0.200000003,0.5625,0.319999993,0.400000006,0.029999999,0.029999999,0.209999993,0,50,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1997-1998,105,1,9,NEW YOR,"SCHUMER, CHARLES E.",2,0,2,1,1,4,NY,33,2,0,17,0,1,11/23/50,46,0.660000026,43401,0.538026631,0.876034319,0.751999974,0.242000014,0.99920392,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,100,5,90,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1997-1998,105,1,3,VIRGINI,"SCOTT, ROBERT C.",0,0,0,0,0,1,VA,47,5,0,5,0,0,4/30/47,49,0.720000029,26538,0.544974566,0.33880955,0.639999986,0.127000004,0.891403556,0.467411548,0.33634311,0.28744939,0.542649746,0.604240298,0.610000014,0.140000001,0.01,0.059999999,0.170000002,100,10,85,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,2,9,WISCONS,"SENSENBRENNER, FRANK JAMES",0,2,2,0,0,1,WI,50,3,1,19,0,1,6/14/43,53,0.370000005,42177,0.510467649,0.981439888,0.82099998,0.207999989,0.64464283,0.379061371,0.275423735,0.159695819,0.475177318,0.709219873,0.5,0.280000001,0,0.02,0.200000003,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997-1998,105,1,16,NEW YOR,"SERRANO, JOSE E.",2,3,5,1,0.400000006,2,NY,33,2,0,8,0,0,10/24/43,53,0.939999998,16683,0.567686439,0.200083405,0.469999999,0.061000001,1,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,100,5,80,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
1997-1998,105,2,5,TEXAS,"SESSIONS, PETER",0,2,2,0,0,1,TX,44,7,1,1,0,1,3/22/55,41,0.460000008,27530,0.497142553,0.714005411,0.661999941,0.143000007,0.749285161,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
